Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3308-8841-6370-50598,2021-06-04,1622825357,Charged,a50,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CLP,"1,849.00",351.00,"2,200.00",,,,CL
GPA.3308-0107-1779-83027,2021-06-04,1622825415,Refund,angelica,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,-6.76,-49.00,,,42119,MX
GPA.3333-3950-0346-97824,2021-06-04,1622827693,Charged,HWYAL,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,45130,MX
GPA.3319-3315-3929-04203,2021-06-04,1622831300,Charged,lancelot,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MYR,10.37,0.62,10.99,,,,MY
GPA.3312-8131-1380-99380,2021-06-04,1622833277,Charged,a51,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,DKK,18.40,4.60,23.00,,,,DK
GPA.3323-6599-0139-78520,2021-06-04,1622839266,Charged,y2s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CHF,2.30,0.00,2.30,Diepoldsau,,9444,CH
GPA.3348-9537-0083-58885,2021-06-04,1622847637,Charged,on7xelte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,69800,MX
GPA.3376-8520-2356-82667,2021-06-04,1622847663,Charged,monet,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3350-2700-4932-72282,2021-06-05,1622870497,Charged,S62Pro,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.12,0.47,2.59,,,,IT
GPA.3315-0794-4993-66757,2021-06-05,1622871841,Charged,BV9800,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,UAH,84.99,0.00,84.99,,,,UA
GPA.3330-8440-6834-38011,2021-06-05,1622873204,Charged,surya,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3350-6605-3232-23867,2021-06-05,1622873345,Charged,gtaxlwifi,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.16,0.43,2.59,,,,FR
GPA.3344-5987-3885-05495,2021-06-05,1622877499,Charged,a51,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CZK,53.71,11.28,64.99,,,,CZ
GPA.3382-5479-2425-47095,2021-06-05,1622879366,Charged,HWVOG,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,HUF,780.00,210.00,990.00,,,,HU
GPA.3383-3960-1600-75352,2021-06-05,1622885177,Charged,curtana,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.47,0.52,2.99,,,,BE
GPA.3311-1451-3355-85318,2021-06-05,1622888587,Charged,greatlte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,BRL,12.99,0.00,12.99,Itapira,SP,13976183,BR
GPA.3362-9752-0597-71397,2021-06-05,1622890791,Charged,TECNO-KE5,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,,SA
GPA.3367-8275-8958-51145,2021-06-05,1622890898,Charged,HWVOG,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.07,0.42,2.49,,,,AT
GPA.3303-9151-3703-72193,2021-06-05,1622893290,Charged,OnePlus5,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,GBP,0.83,0.36,1.19,,,,GB
GPA.3358-3501-9406-03543,2021-06-05,1622893694,Charged,OP4B83L1,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.07,0.42,2.49,,,,FR
GPA.3314-7325-9918-36460,2021-06-05,1622897307,Charged,beyond2,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,PLN,9.75,2.24,11.99,,,,PL
GPA.3393-6752-6577-49358,2021-06-05,1622900168,Charged,a30,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Brasília,DF,70675523,BR
GPA.3380-3968-2801-18607,2021-06-05,1622904870,Charged,S40,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.49,0.50,2.99,,,,FR
GPA.3382-5302-9413-79257,2021-06-05,1622908240,Charged,citrus,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,PHP,125.00,0.00,125.00,,,,PH
GPA.3344-0940-6605-24354,2021-06-05,1622913277,Charged,HWLYA,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3365-9910-8247-92509,2021-06-05,1622919192,Charged,mdh50lm,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,2.49,0.22,2.71,Huntsville,AL,35805,US
GPA.3378-2746-3192-02108,2021-06-05,1622929957,Charged,A7_Pro,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,55070,MX
GPA.3302-8433-7580-62437,2021-06-05,1622930040,Charged,gtowifi,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.34,3.33,cabo rojo,,00623,PR
GPA.3352-7690-0581-94778,2021-06-05,1622936927,Charged,begonia,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.50,2.59,,,,GR
GPA.3395-3072-8510-99707,2021-06-06,1622937666,Charged,sagit,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Rio de Janeiro,RJ,22410-003,BR
GPA.3368-6361-0939-62297,2021-06-06,1622944650,Refund,a70q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,-90.00,,,83000,TH
GPA.3339-8044-3625-35416,2021-06-06,1622944669,Charged,OP4863,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.27,3.26,NEW YORK,NY,10017,US
GPA.3341-2318-9395-61557,2021-06-06,1622947067,Charged,1920,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,MYR,10.37,0.62,10.99,Lahad Datu,,91150,MY
GPA.3335-8079-9535-96826,2021-06-06,1622968318,Charged,TECNO-KB7j,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,KES,258.62,41.38,300.00,,,50800,KE
GPA.3398-9335-5449-98018,2021-06-06,1622969019,Charged,c2s,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,SEK,25.60,6.40,32.00,,,,SE
GPA.3313-7793-8718-11149,2021-06-06,1622979992,Charged,surya,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3339-7602-5903-87894,2021-06-06,1622981810,Charged,angelican,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.49,0.50,2.99,,,,FR
GPA.3355-2108-9606-86855,2021-06-06,1622982606,Charged,OP4F1BL1,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.12,0.47,2.59,,,,IT
GPA.3316-4491-0811-88471,2021-06-06,1622988864,Charged,greatlte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.49,0.00,2.49,علي صباح السالم,,00000,KW
GPA.3317-9480-7730-39813,2021-06-06,1622989513,Charged,a32,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,IDR,"36,000.00","3,600.00","39,600.00",,,,ID
GPA.3324-9836-0268-18910,2021-06-06,1622991815,Charged,t2s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,ساجر,,11951,SA
GPA.3326-4629-2188-94105,2021-06-06,1622993886,Charged,hwALE-H,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.07,0.42,2.49,,,,FR
GPA.3382-4809-6098-36266,2021-06-06,1622994690,Charged,d2s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,puerto vallarta,JAL.,48328,MX
GPA.3341-5108-2561-54276,2021-06-06,1623017218,Charged,BV6600,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.09,0.50,2.59,,,,GR
GPA.3328-5926-6288-43283,2021-06-06,1623018498,Charged,a51,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,,SA
GPA.3349-8039-3257-79404,2021-06-07,1623024129,Charged,a71,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,66210,MX
GPA.3332-3383-4995-60079,2021-06-07,1623030130,Charged,a70q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.56,0.00,2.56,La Lucila,Buenos Aires,B1637,AR
GPA.3351-8126-4934-62966,2021-06-07,1623032209,Charged,a71,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,83090,MX
GPA.3371-4857-4397-95390,2021-06-07,1623035459,Charged,curtana,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,,CL
GPA.3323-4067-3053-22927,2021-06-07,1623039464,Charged,c2s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,2.56,0.00,2.56,Scarborough,,,TT
GPA.3315-0240-1686-59487,2021-06-07,1623039632,Charged,HWBKL,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,MYR,10.37,0.62,10.99,"Flat Alam Megah, Seksyen 28",SELANGOR,40400,MY
GPA.3320-4080-3537-47267,2021-06-07,1623043434,Charged,a50s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,INR,186.44,33.56,220.00,Udaipur,Rajasthan,313001,IN
GPA.3395-5917-9689-28236,2021-06-07,1623044059,Charged,x1s,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.43,0.46,2.89,,,,DE
GPA.3305-7829-2874-71378,2021-06-07,1623048312,Charged,p3s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.37,0.12,2.49,Bahrain,,,BH
GPA.3377-3646-3890-11864,2021-06-07,1623051955,Charged,a71,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,Medina,,,SA
GPA.3365-8234-8179-59808,2021-06-07,1623054311,Charged,gauguin,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,EUR,2.47,0.52,2.99,,,,ES
GPA.3328-2764-9235-89585,2021-06-07,1623054721,Charged,joyeuse,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,TRY,20.33,3.66,23.99,Dikilitas,UŞAK,64100,TR
GPA.3376-2341-9448-43089,2021-06-07,1623068110,Charged,z3s,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,DKK,18.40,4.60,23.00,,,,DK
GPA.3364-3459-4959-41797,2021-06-07,1623069642,Charged,beyond2q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.21,3.20,WEST WARWICK,RI,02920,US
GPA.3315-4652-9623-82410,2021-06-07,1623076602,Charged,C6743,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,78387,MX
GPA.3373-3881-8370-41297,2021-06-07,1623076751,Charged,HWELE,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3391-2706-2591-30789,2021-06-07,1623079793,Charged,G0231WW,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.00,2.99,UNINCORPORATED,GA,30092,US
GPA.3361-8088-1734-03801,2021-06-07,1623082812,Charged,t2s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Rio de Janeiro,RJ,22245000,BR
GPA.3305-0065-2379-48495,2021-06-07,1623083670,Charged,mmh6lm,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CAD,3.29,0.03,3.32,Edmonton,AB,T5P 2T8,CA
GPA.3311-1890-4442-50451,2021-06-07,1623087702,Charged,j6lte,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,ILS,9.80,0.00,9.80,Jerusalem,,95320,IL
GPA.3357-1077-7182-44820,2021-06-07,1623088280,Charged,a70q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.21,3.20,HOLLYWOOD,FL,33025,US
GPA.3321-7858-5036-04550,2021-06-07,1623091998,Charged,a21s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,1570000,CL
GPA.3352-8654-7920-69145,2021-06-07,1623092171,Charged,willow,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.09,0.50,2.59,,,,GR
GPA.3383-8898-9010-94211,2021-06-07,1623095133,Charged,x1s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,NL
GPA.3391-6279-4926-25627,2021-06-07,1623104204,Charged,begonia,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.09,0.50,2.59,,,,GR
GPA.3376-8520-2356-82667,2021-06-07,1623107464,Refund,monet,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,-0.43,-2.49,,,,ES
GPA.3361-2188-8776-90251,2021-06-07,1623108291,Charged,a71,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,MXN,56.03,8.97,65.00,,,83090,MX
GPA.3356-0929-8479-78762,2021-06-08,1623121350,Charged,BISON_R,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,44720,MX
GPA.3321-8225-6699-61386,2021-06-08,1623129379,Charged,HT1G50K,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,Tepic,NAY.,63505,MX
GPA.3317-8174-1593-87078,2021-06-08,1623131055,Charged,courbet,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,KZT,"1,290.00",0.00,"1,290.00",Almaty,ALA,050051,KZ
GPA.3344-1110-6552-78486,2021-06-08,1623133385,Charged,a12,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.49,0.50,2.99,,,,FR
GPA.3347-7835-8713-01265,2021-06-08,1623136176,Charged,CPH1803,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MYR,10.37,0.62,10.99,,,,MY
GPA.3351-9077-3699-29971,2021-06-08,1623136178,Charged,o1s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3395-7344-0140-74334,2021-06-08,1623137030,Charged,RMX1931L1,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,MYR,10.37,0.62,10.99,Puchong,,47130,MY
GPA.3389-5247-5101-65635,2021-06-08,1623140287,Charged,d2s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MYR,10.37,0.62,10.99,KUALA LUMPUR,KUALA LUMPUR,52100,MY
GPA.3380-5851-3039-29622,2021-06-08,1623145363,Charged,d2s,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,,,,TH
GPA.3381-6753-3079-59929,2021-06-08,1623148514,Charged,z3s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,SAR,9.56,1.43,10.99,DAMMAM,,,SA
GPA.3333-5654-8283-67386,2021-06-08,1623150353,Charged,cepheus,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.50,2.59,,,,FI
GPA.3373-9592-7120-85767,2021-06-08,1623153959,Charged,y2s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3382-4765-7495-15703,2021-06-08,1623158550,Charged,r8q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3359-1331-6572-42472,2021-06-08,1623158581,Charged,a51,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,,CL
GPA.3396-6685-4895-66524,2021-06-08,1623159719,Charged,HWMAR,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,CLP,"2,185.00",415.00,"2,600.00",,,9201038,CL
GPA.3347-6839-5949-72941,2021-06-08,1623161612,Charged,a52xq,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,THB,77.00,0.00,77.00,สมุทรปราการ,สมุทรปราการ,10280,TH
GPA.3397-0263-0849-01156,2021-06-08,1623165485,Charged,a71,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,85000,MX
GPA.3305-5263-3666-38182,2021-06-08,1623172677,Charged,p3s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.16,0.43,2.59,,,,FR
GPA.3320-8262-2925-88063,2021-06-08,1623177154,Charged,X606X,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.12,0.47,2.59,,,,IT
GPA.3364-7142-5542-58079,2021-06-08,1623184934,Charged,chagalllte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,24341,SA
GPA.3348-4436-2463-51248,2021-06-09,1623200161,Charged,X20_PRO,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,COP,"9,000.00",0.00,"9,000.00",,,760042,CO
GPA.3316-3381-7431-22742,2021-06-09,1623202958,Charged,hero2lte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AUD,3.45,0.34,3.79,,,4670,AU
GPA.3316-4646-1847-19934,2021-06-09,1623204245,Charged,gtasliteltevzw,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,2.49,0.18,2.67,Fayetteville,NC,28306,US
GPA.3334-5187-2417-62574,2021-06-09,1623218363,Charged,a31,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,IDR,"36,000.00","3,600.00","39,600.00",,,,ID
GPA.3375-7389-6895-07797,2021-06-09,1623218641,Charged,a71,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.12,0.47,2.59,,,,IT
GPA.3319-1522-8112-17878,2021-06-09,1623219193,Charged,d2s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,186.44,33.56,220.00,Chennai,Tamil Nadu,600017,IN
GPA.3340-3160-4006-59479,2021-06-09,1623223135,Charged,starlte,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,USD,2.99,0.18,3.17,NAPLES,FL,34367,US
GPA.3346-0428-9278-20657,2021-06-09,1623226723,Charged,a50,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.49,0.00,2.49,LOS ANGELES,CA,90002,US
GPA.3326-1620-9935-51672,2021-06-09,1623227942,Charged,OnePlus6T,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.14,0.45,2.59,,,,NL
GPA.3313-8757-6255-08532,2021-06-09,1623231796,Charged,kane_sprout,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,43760,MX
GPA.3397-8524-4313-27503,2021-06-09,1623233756,Charged,a51,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
GPA.3367-1222-5039-70346,2021-06-09,1623234082,Charged,crownlte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,ZAR,52.17,7.82,59.99,Pretoria.,,0043,ZA
GPA.3362-6990-1991-36828,2021-06-09,1623235471,Charged,beyond0,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,3.18,0.61,3.79,,,,DE
